Time;Symbol;FloatingPnL;Magic;PnLPercent
2025.07.18 05:07;AUDUSD;-168.11;0;-1.84
2025.07.18 05:07;TOTAL;20.13;-;0.22
2025.07.18 05:08;NZDUSD;180.24;0;1.97
2025.07.18 05:08;AUDUSD;-160.11;0;-1.75
2025.07.18 05:08;TOTAL;20.13;-;0.22
2025.07.18 05:09;NZDUSD;189.24;0;2.07
2025.07.18 05:09;AUDUSD;-169.11;0;-1.85
2025.07.18 05:09;TOTAL;20.13;-;0.22
2025.07.18 05:10;NZDUSD;196.24;0;2.15
2025.07.18 05:10;AUDUSD;-178.11;0;-1.95
2025.07.18 05:10;TOTAL;18.13;-;0.20
2025.07.18 05:11;NZDUSD;210.24;0;2.30
2025.07.18 05:11;AUDUSD;-182.11;0;-1.99
2025.07.18 05:11;TOTAL;28.13;-;0.31
2025.07.18 05:12;NZDUSD;212.24;0;2.32
2025.07.18 05:12;AUDUSD;-185.11;0;-2.02
2025.07.18 05:12;TOTAL;27.13;-;0.30
2025.07.18 05:13;NZDUSD;225.24;0;2.47
2025.07.18 05:13;AUDUSD;-196.11;0;-2.15
2025.07.18 05:13;AUDUSD;-0.35;168;-0.00
2025.07.18 05:13;TOTAL;28.78;-;0.32
2025.07.18 05:14;NZDUSD;223.24;0;2.45
2025.07.18 05:14;AUDUSD;-191.11;0;-2.10
2025.07.18 05:14;AUDUSD;-0.30;168;-0.00
2025.07.18 05:14;TOTAL;31.83;-;0.35
2025.07.18 05:15;NZDUSD;202.24;0;2.22
2025.07.18 05:15;AUDUSD;-179.11;0;-1.97
2025.07.18 05:15;AUDUSD;-0.35;168;-0.00
2025.07.18 05:15;TOTAL;22.78;-;0.25
2025.07.18 05:16;NZDUSD;202.24;0;2.22
2025.07.18 05:16;AUDUSD;-182.11;0;-2.00
2025.07.18 05:16;AUDUSD;-0.45;168;-0.00
2025.07.18 05:16;TOTAL;19.68;-;0.22
2025.07.18 05:17;NZDUSD;206.24;0;2.27
2025.07.18 05:17;AUDUSD;-187.11;0;-2.06
2025.07.18 05:17;AUDUSD;-0.35;168;-0.00
2025.07.18 05:17;TOTAL;18.78;-;0.21
2025.07.18 05:18;NZDUSD;210.24;0;2.32
2025.07.18 05:18;AUDUSD;-191.11;0;-2.11
2025.07.18 05:18;AUDUSD;-0.35;168;-0.00
2025.07.18 05:18;TOTAL;18.78;-;0.21
2025.07.18 05:19;NZDUSD;210.24;0;2.32
2025.07.18 05:19;AUDUSD;-191.11;0;-2.11
2025.07.18 05:19;AUDUSD;-0.45;168;-0.00
2025.07.18 05:19;TOTAL;18.68;-;0.21
2025.07.18 05:20;NZDUSD;210.24;0;2.32
2025.07.18 05:20;AUDUSD;-191.11;0;-2.11
2025.07.18 05:20;AUDUSD;-0.35;168;-0.00
2025.07.18 05:20;TOTAL;18.78;-;0.21
2025.07.18 05:21;NZDUSD;218.24;0;2.42
2025.07.18 05:21;AUDUSD;-198.11;0;-2.19
2025.07.18 05:21;AUDUSD;-0.35;168;-0.00
2025.07.18 05:21;TOTAL;19.78;-;0.22
2025.07.18 05:22;NZDUSD;222.24;0;2.46
2025.07.18 05:22;AUDUSD;-204.11;0;-2.26
2025.07.18 05:22;AUDUSD;-0.35;168;-0.00
2025.07.18 05:22;TOTAL;17.78;-;0.20
2025.07.18 05:23;NZDUSD;222.24;0;2.46
2025.07.18 05:23;AUDUSD;-200.11;0;-2.22
2025.07.18 05:23;AUDUSD;-0.35;168;-0.00
2025.07.18 05:23;TOTAL;21.78;-;0.24
2025.07.18 05:24;NZDUSD;237.24;0;2.64
2025.07.18 05:24;AUDUSD;-213.11;0;-2.37
2025.07.18 05:24;AUDUSD;-0.45;168;-0.00
2025.07.18 05:24;TOTAL;23.68;-;0.26
2025.07.18 05:25;NZDUSD;229.24;0;2.55
2025.07.18 05:25;AUDUSD;-218.11;0;-2.42
2025.07.18 05:25;AUDUSD;-0.35;78;-0.00
2025.07.18 05:25;TOTAL;10.78;-;0.12
2025.07.18 05:26;NZDUSD;235.24;0;2.62
2025.07.18 05:26;AUDUSD;-221.11;0;-2.46
2025.07.18 05:26;AUDUSD;-0.45;78;-0.01
2025.07.18 05:26;TOTAL;13.68;-;0.15
2025.07.18 05:27;NZDUSD;237.24;0;2.64
2025.07.18 05:27;AUDUSD;-225.11;0;-2.51
2025.07.18 05:27;AUDUSD;-0.45;78;-0.01
2025.07.18 05:27;TOTAL;11.68;-;0.13
2025.07.18 05:28;NZDUSD;235.24;0;2.62
2025.07.18 05:28;AUDUSD;-223.11;0;-2.49
2025.07.18 05:28;AUDUSD;-0.35;78;-0.00
2025.07.18 05:28;TOTAL;11.78;-;0.13
2025.07.18 05:29;NZDUSD;241.24;0;2.69
2025.07.18 05:29;AUDUSD;-227.11;0;-2.53
2025.07.18 05:29;TOTAL;14.13;-;0.16
2025.07.18 05:30;NZDUSD;246.24;0;2.75
2025.07.18 05:30;AUDUSD;-233.11;0;-2.60
2025.07.18 05:30;TOTAL;13.13;-;0.15
2025.07.18 05:31;NZDUSD;235.24;0;2.62
2025.07.18 05:31;AUDUSD;-227.11;0;-2.53
2025.07.18 05:31;TOTAL;8.13;-;0.09
2025.07.18 05:32;NZDUSD;232.24;0;2.59
2025.07.18 05:32;AUDUSD;-223.11;0;-2.49
2025.07.18 05:32;TOTAL;9.13;-;0.10
2025.07.18 05:33;NZDUSD;232.24;0;2.59
2025.07.18 05:33;AUDUSD;-221.11;0;-2.47
2025.07.18 05:33;TOTAL;11.13;-;0.12
2025.07.18 05:34;NZDUSD;232.24;0;2.59
2025.07.18 05:34;AUDUSD;-217.11;0;-2.42
2025.07.18 05:34;TOTAL;15.13;-;0.17
2025.07.18 05:35;NZDUSD;237.24;0;2.65
2025.07.18 05:35;AUDUSD;-218.11;0;-2.43
2025.07.18 05:35;TOTAL;19.13;-;0.21
2025.07.18 05:36;NZDUSD;262.24;0;2.93
2025.07.18 05:36;AUDUSD;-229.11;0;-2.56
2025.07.18 05:36;TOTAL;33.13;-;0.37
2025.07.18 05:37;NZDUSD;263.24;0;2.94
2025.07.18 05:37;AUDUSD;-230.11;0;-2.57
2025.07.18 05:37;TOTAL;33.13;-;0.37
2025.07.18 05:38;NZDUSD;260.24;0;2.90
2025.07.18 05:38;AUDUSD;-225.11;0;-2.51
2025.07.18 05:38;TOTAL;35.13;-;0.39
2025.07.18 05:39;NZDUSD;269.24;0;3.00
2025.07.18 05:39;AUDUSD;-226.11;0;-2.52
2025.07.18 05:39;TOTAL;43.13;-;0.48
2025.07.18 05:40;NZDUSD;276.24;0;3.08
2025.07.18 05:40;AUDUSD;-235.11;0;-2.62
2025.07.18 05:40;TOTAL;41.13;-;0.46
2025.07.18 05:41;NZDUSD;281.24;0;3.14
2025.07.18 05:41;AUDUSD;-236.11;0;-2.63
2025.07.18 05:41;TOTAL;45.13;-;0.50
2025.07.18 05:42;NZDUSD;272.24;0;3.04
2025.07.18 05:42;AUDUSD;-227.11;0;-2.53
2025.07.18 05:42;TOTAL;45.13;-;0.50
2025.07.18 05:43;NZDUSD;271.24;0;3.03
2025.07.18 05:43;AUDUSD;-230.11;0;-2.57
2025.07.18 05:43;TOTAL;41.13;-;0.46
2025.07.18 05:44;NZDUSD;268.24;0;2.99
2025.07.18 05:44;AUDUSD;-229.11;0;-2.56
2025.07.18 05:44;TOTAL;39.13;-;0.44
2025.07.18 05:45;NZDUSD;282.24;0;3.15
2025.07.18 05:45;AUDUSD;-235.11;0;-2.62
2025.07.18 05:45;TOTAL;47.13;-;0.53
2025.07.18 05:46;NZDUSD;281.24;0;3.14
2025.07.18 05:46;AUDUSD;-236.11;0;-2.63
2025.07.18 05:46;TOTAL;45.13;-;0.50
2025.07.18 05:47;NZDUSD;293.24;0;3.27
2025.07.18 05:47;AUDUSD;-243.11;0;-2.71
2025.07.18 05:47;TOTAL;50.13;-;0.56
2025.07.18 05:48;NZDUSD;297.24;0;3.32
2025.07.18 05:48;AUDUSD;-239.11;0;-2.67
2025.07.18 05:48;TOTAL;58.13;-;0.65
2025.07.18 05:49;NZDUSD;297.24;0;3.32
2025.07.18 05:49;AUDUSD;-238.11;0;-2.66
2025.07.18 05:49;TOTAL;59.13;-;0.66
2025.07.18 05:50;NZDUSD;281.24;0;3.14
2025.07.18 05:50;AUDUSD;-239.11;0;-2.67
2025.07.18 05:50;TOTAL;42.13;-;0.47
2025.07.18 05:51;NZDUSD;295.24;0;3.29
2025.07.18 05:51;AUDUSD;-251.11;0;-2.80
2025.07.18 05:51;TOTAL;44.13;-;0.49
2025.07.18 05:52;NZDUSD;297.24;0;3.32
2025.07.18 05:52;AUDUSD;-251.11;0;-2.80
2025.07.18 05:52;TOTAL;46.13;-;0.51
2025.07.18 05:53;NZDUSD;303.24;0;3.38
2025.07.18 05:53;AUDUSD;-248.11;0;-2.77
2025.07.18 05:53;TOTAL;55.13;-;0.62
2025.07.18 05:54;NZDUSD;297.24;0;3.32
2025.07.18 05:54;AUDUSD;-244.11;0;-2.72
2025.07.18 05:54;TOTAL;53.13;-;0.59
2025.07.18 05:55;NZDUSD;291.24;0;3.25
2025.07.18 05:55;AUDUSD;-243.11;0;-2.71
2025.07.18 05:55;TOTAL;48.13;-;0.54
2025.07.18 05:56;NZDUSD;295.24;0;3.29
2025.07.18 05:56;AUDUSD;-248.11;0;-2.77
2025.07.18 05:56;TOTAL;47.13;-;0.53
2025.07.18 05:57;NZDUSD;306.24;0;3.42
2025.07.18 05:57;AUDUSD;-253.11;0;-2.82
2025.07.18 05:57;TOTAL;53.13;-;0.59
2025.07.18 05:58;NZDUSD;294.24;0;3.28
2025.07.18 05:58;AUDUSD;-245.11;0;-2.74
2025.07.18 05:58;TOTAL;49.13;-;0.55
2025.07.18 05:59;NZDUSD;291.24;0;3.25
2025.07.18 05:59;AUDUSD;-245.11;0;-2.74
2025.07.18 05:59;TOTAL;46.13;-;0.51
2025.07.18 06:00;NZDUSD;288.24;0;3.22
2025.07.18 06:00;AUDUSD;-242.11;0;-2.70
2025.07.18 06:00;TOTAL;46.13;-;0.51
2025.07.18 06:01;NZDUSD;279.24;0;3.12
2025.07.18 06:01;AUDUSD;-238.11;0;-2.66
2025.07.18 06:01;TOTAL;41.13;-;0.46
2025.07.18 06:02;NZDUSD;294.24;0;3.28
2025.07.18 06:02;AUDUSD;-247.11;0;-2.76
2025.07.18 06:02;TOTAL;47.13;-;0.53
2025.07.18 06:03;NZDUSD;294.24;0;3.28
2025.07.18 06:03;AUDUSD;-245.11;0;-2.74
2025.07.18 06:03;TOTAL;49.13;-;0.55
2025.07.18 06:04;NZDUSD;291.24;0;3.25
2025.07.18 06:04;AUDUSD;-242.11;0;-2.70
2025.07.18 06:04;TOTAL;49.13;-;0.55
2025.07.18 06:05;NZDUSD;290.24;0;3.24
2025.07.18 06:05;AUDUSD;-242.11;0;-2.70
2025.07.18 06:05;TOTAL;48.13;-;0.54
2025.07.18 06:06;NZDUSD;298.24;0;3.33
2025.07.18 06:06;AUDUSD;-248.11;0;-2.77
2025.07.18 06:06;TOTAL;50.13;-;0.56
2025.07.18 06:07;NZDUSD;306.24;0;3.42
2025.07.18 06:07;AUDUSD;-253.11;0;-2.82
2025.07.18 06:07;TOTAL;53.13;-;0.59
2025.07.18 06:08;NZDUSD;285.24;0;3.18
2025.07.18 06:08;AUDUSD;-242.11;0;-2.70
2025.07.18 06:08;TOTAL;43.13;-;0.48
2025.07.18 06:09;NZDUSD;289.24;0;3.23
2025.07.18 06:09;AUDUSD;-239.11;0;-2.67
2025.07.18 06:09;TOTAL;50.13;-;0.56
2025.07.18 06:10;NZDUSD;290.24;0;3.24
2025.07.18 06:10;AUDUSD;-239.11;0;-2.67
2025.07.18 06:10;TOTAL;51.13;-;0.57
2025.07.18 06:11;NZDUSD;294.24;0;3.28
2025.07.18 06:11;AUDUSD;-245.11;0;-2.74
2025.07.18 06:11;TOTAL;49.13;-;0.55
2025.07.18 06:12;NZDUSD;297.24;0;3.32
2025.07.18 06:12;AUDUSD;-249.11;0;-2.78
2025.07.18 06:12;TOTAL;48.13;-;0.54
2025.07.18 06:13;NZDUSD;294.24;0;3.28
2025.07.18 06:13;AUDUSD;-247.11;0;-2.76
2025.07.18 06:13;TOTAL;47.13;-;0.53
2025.07.18 06:14;NZDUSD;289.24;0;3.23
2025.07.18 06:14;AUDUSD;-243.11;0;-2.71
2025.07.18 06:14;TOTAL;46.13;-;0.51
2025.07.18 06:15;NZDUSD;281.24;0;3.14
2025.07.18 06:15;AUDUSD;-236.11;0;-2.64
2025.07.18 06:15;AUDUSD;-0.35;78;-0.00
2025.07.18 06:15;TOTAL;44.78;-;0.50
2025.07.18 06:16;NZDUSD;268.24;0;3.00
2025.07.18 06:16;AUDUSD;-230.11;0;-2.58
2025.07.18 06:16;AUDUSD;-0.50;78;-0.01
2025.07.18 06:16;TOTAL;37.63;-;0.42
2025.07.18 06:17;NZDUSD;273.24;0;3.06
2025.07.18 06:17;AUDUSD;-235.11;0;-2.64
2025.07.18 06:17;AUDUSD;-0.50;78;-0.01
2025.07.18 06:17;TOTAL;37.63;-;0.42
2025.07.18 06:18;NZDUSD;275.24;0;3.09
2025.07.18 06:18;AUDUSD;-235.11;0;-2.64
2025.07.18 06:18;AUDUSD;-0.35;78;-0.00
2025.07.18 06:18;TOTAL;39.78;-;0.45
2025.07.18 06:19;NZDUSD;280.24;0;3.15
2025.07.18 06:19;AUDUSD;-240.11;0;-2.70
2025.07.18 06:19;AUDUSD;-0.50;78;-0.01
2025.07.18 06:19;TOTAL;39.63;-;0.44
2025.07.18 06:20;NZDUSD;276.24;0;3.10
2025.07.18 06:20;AUDUSD;-240.11;0;-2.70
2025.07.18 06:20;AUDUSD;-0.40;78;-0.00
2025.07.18 06:20;TOTAL;35.73;-;0.40
2025.07.18 06:21;NZDUSD;279.24;0;3.14
2025.07.18 06:21;AUDUSD;-245.11;0;-2.76
2025.07.18 06:21;AUDUSD;-0.40;78;-0.00
2025.07.18 06:21;TOTAL;33.73;-;0.38
2025.07.18 06:22;NZDUSD;272.24;0;3.07
2025.07.18 06:22;AUDUSD;-239.11;0;-2.69
2025.07.18 06:22;AUDUSD;-0.35;78;-0.00
2025.07.18 06:22;TOTAL;32.78;-;0.37
2025.07.18 06:23;NZDUSD;276.24;0;3.11
2025.07.18 06:23;AUDUSD;-240.11;0;-2.71
2025.07.18 06:23;AUDUSD;-0.35;78;-0.00
2025.07.18 06:23;TOTAL;35.78;-;0.40
2025.07.18 06:24;NZDUSD;285.24;0;3.22
2025.07.18 06:24;AUDUSD;-245.11;0;-2.76
2025.07.18 06:24;AUDUSD;-0.30;78;-0.00
2025.07.18 06:24;TOTAL;39.83;-;0.45
2025.07.18 06:25;NZDUSD;272.24;0;3.07
2025.07.18 06:25;AUDUSD;-230.11;0;-2.60
2025.07.18 06:25;AUDUSD;-0.50;78;-0.01
2025.07.18 06:25;TOTAL;41.63;-;0.47
2025.07.18 06:26;NZDUSD;263.24;0;2.98
2025.07.18 06:26;AUDUSD;-220.11;0;-2.49
2025.07.18 06:26;AUDUSD;-0.45;78;-0.01
2025.07.18 06:26;TOTAL;42.68;-;0.48
2025.07.18 06:28;NZDUSD;277.24;0;3.14
2025.07.18 06:28;AUDUSD;-226.11;0;-2.56
2025.07.18 06:28;AUDUSD;-0.45;78;-0.01
2025.07.18 06:28;TOTAL;50.68;-;0.57
2025.07.18 06:28;NZDUSD;275.24;0;3.12
2025.07.18 06:28;AUDUSD;-226.11;0;-2.56
2025.07.18 06:28;AUDUSD;-0.50;78;-0.01
2025.07.18 06:28;TOTAL;48.63;-;0.55
2025.07.18 06:29;NZDUSD;272.24;0;3.09
2025.07.18 06:29;AUDUSD;-227.11;0;-2.58
2025.07.18 06:29;AUDUSD;-0.50;78;-0.01
2025.07.18 06:29;TOTAL;44.63;-;0.51
2025.07.18 06:30;NZDUSD;277.24;0;3.15
2025.07.18 06:30;AUDUSD;-230.11;0;-2.61
2025.07.18 06:30;AUDUSD;-0.50;168;-0.01
2025.07.18 06:30;TOTAL;46.63;-;0.53
2025.07.18 06:31;NZDUSD;289.24;0;3.29
2025.07.18 06:31;AUDUSD;-239.11;0;-2.72
2025.07.18 06:31;AUDUSD;-0.50;168;-0.01
2025.07.18 06:31;TOTAL;49.63;-;0.56
2025.07.18 06:32;NZDUSD;285.24;0;3.25
2025.07.18 06:32;AUDUSD;-236.11;0;-2.69
2025.07.18 06:32;AUDUSD;-0.40;168;-0.00
2025.07.18 06:32;TOTAL;48.73;-;0.55
2025.07.18 06:33;NZDUSD;272.24;0;3.10
2025.07.18 06:33;AUDUSD;-226.11;0;-2.58
2025.07.18 06:33;AUDUSD;-0.45;168;-0.01
2025.07.18 06:33;TOTAL;45.68;-;0.52
2025.07.18 06:34;NZDUSD;269.24;0;3.07
2025.07.18 06:34;AUDUSD;-226.11;0;-2.58
2025.07.18 06:34;AUDUSD;-0.50;168;-0.01
2025.07.18 06:34;TOTAL;42.63;-;0.49
2025.07.18 06:35;NZDUSD;269.24;0;3.07
2025.07.18 06:35;AUDUSD;-225.11;0;-2.57
2025.07.18 06:35;TOTAL;44.13;-;0.50
2025.07.18 06:36;NZDUSD;281.24;0;3.21
2025.07.18 06:36;AUDUSD;-239.11;0;-2.73
2025.07.18 06:36;AUDUSD;-0.50;168;-0.01
2025.07.18 06:36;TOTAL;41.63;-;0.48
2025.07.18 06:37;NZDUSD;281.24;0;3.22
2025.07.18 06:37;AUDUSD;-238.11;0;-2.72
2025.07.18 06:37;AUDUSD;-0.50;168;-0.01
2025.07.18 06:37;TOTAL;42.63;-;0.49
2025.07.18 06:39;NZDUSD;276.24;0;3.16
2025.07.18 06:39;AUDUSD;-229.11;0;-2.63
2025.07.18 06:39;AUDUSD;-0.45;168;-0.01
2025.07.18 06:39;TOTAL;46.68;-;0.53
2025.07.18 06:39;NZDUSD;276.24;0;3.17
2025.07.18 06:39;AUDUSD;-223.11;0;-2.56
2025.07.18 06:39;TOTAL;53.13;-;0.61
2025.07.18 06:40;NZDUSD;269.24;0;3.09
2025.07.18 06:40;AUDUSD;-220.11;0;-2.52
2025.07.18 06:40;TOTAL;49.13;-;0.56
2025.07.18 06:41;NZDUSD;266.24;0;3.05
2025.07.18 06:41;AUDUSD;-217.11;0;-2.49
2025.07.18 06:41;TOTAL;49.13;-;0.56
2025.07.18 06:42;NZDUSD;262.24;0;3.01
2025.07.18 06:42;AUDUSD;-214.11;0;-2.45
2025.07.18 06:42;TOTAL;48.13;-;0.55
2025.07.18 06:43;NZDUSD;272.24;0;3.12
2025.07.18 06:43;AUDUSD;-218.11;0;-2.50
2025.07.18 06:43;TOTAL;54.13;-;0.62
2025.07.18 06:44;NZDUSD;266.24;0;3.05
2025.07.18 06:44;AUDUSD;-213.11;0;-2.44
2025.07.18 06:44;TOTAL;53.13;-;0.61
2025.07.18 06:45;NZDUSD;268.24;0;3.07
2025.07.18 06:45;AUDUSD;-217.11;0;-2.49
2025.07.18 06:45;TOTAL;51.13;-;0.59
2025.07.18 06:46;NZDUSD;276.24;0;3.17
2025.07.18 06:46;AUDUSD;-225.11;0;-2.58
2025.07.18 06:46;AUDUSD;-0.40;168;-0.00
2025.07.18 06:46;TOTAL;50.73;-;0.58
2025.07.18 06:47;NZDUSD;269.24;0;3.09
2025.07.18 06:47;AUDUSD;-213.11;0;-2.45
2025.07.18 06:47;TOTAL;56.13;-;0.64
2025.07.18 06:48;NZDUSD;263.24;0;3.02
2025.07.18 06:48;AUDUSD;-205.11;0;-2.35
2025.07.18 06:48;TOTAL;58.13;-;0.67
2025.07.18 06:49;NZDUSD;267.24;0;3.07
2025.07.18 06:49;AUDUSD;-207.11;0;-2.38
2025.07.18 06:49;TOTAL;60.13;-;0.69
2025.07.18 06:50;NZDUSD;257.24;0;2.95
2025.07.18 06:50;AUDUSD;-201.11;0;-2.31
2025.07.18 06:50;TOTAL;56.13;-;0.64
2025.07.18 06:51;NZDUSD;253.24;0;2.91
2025.07.18 06:51;AUDUSD;-195.11;0;-2.24
2025.07.18 06:51;TOTAL;58.13;-;0.67
2025.07.18 06:52;NZDUSD;253.24;0;2.91
2025.07.18 06:52;AUDUSD;-195.11;0;-2.24
2025.07.18 06:52;TOTAL;58.13;-;0.67
2025.07.18 06:53;NZDUSD;251.24;0;2.88
2025.07.18 06:53;AUDUSD;-199.11;0;-2.28
2025.07.18 06:53;TOTAL;52.13;-;0.60
2025.07.18 06:54;NZDUSD;240.24;0;2.76
2025.07.18 06:54;AUDUSD;-191.11;0;-2.19
2025.07.18 06:54;TOTAL;49.13;-;0.56
2025.07.18 06:55;NZDUSD;228.24;0;2.62
2025.07.18 06:55;AUDUSD;-173.11;0;-1.99
2025.07.18 06:55;TOTAL;55.13;-;0.63
2025.07.18 06:56;NZDUSD;228.24;0;2.62
2025.07.18 06:56;AUDUSD;-176.11;0;-2.02
2025.07.18 06:56;TOTAL;52.13;-;0.60
2025.07.18 06:57;NZDUSD;218.24;0;2.50
2025.07.18 06:57;AUDUSD;-168.11;0;-1.93
2025.07.18 06:57;TOTAL;50.13;-;0.58
2025.07.18 06:58;NZDUSD;219.24;0;2.52
2025.07.18 06:58;AUDUSD;-169.11;0;-1.94
2025.07.18 06:58;TOTAL;50.13;-;0.58
2025.07.18 06:59;NZDUSD;219.24;0;2.52
2025.07.18 06:59;AUDUSD;-176.11;0;-2.02
2025.07.18 06:59;TOTAL;43.13;-;0.49
2025.07.18 07:00;NZDUSD;210.24;0;2.41
2025.07.18 07:00;AUDUSD;-164.11;0;-1.88
2025.07.18 07:00;TOTAL;46.13;-;0.53
2025.07.18 07:01;NZDUSD;206.24;0;2.37
2025.07.18 07:01;AUDUSD;-160.11;0;-1.84
2025.07.18 07:01;TOTAL;46.13;-;0.53
2025.07.18 07:02;NZDUSD;207.24;0;2.38
2025.07.18 07:02;AUDUSD;-160.11;0;-1.84
2025.07.18 07:02;TOTAL;47.13;-;0.54
2025.07.18 07:03;NZDUSD;209.24;0;2.40
2025.07.18 07:03;AUDUSD;-160.11;0;-1.84
2025.07.18 07:03;TOTAL;49.13;-;0.56
2025.07.18 07:04;NZDUSD;210.24;0;2.41
2025.07.18 07:04;AUDUSD;-160.11;0;-1.84
2025.07.18 07:04;TOTAL;50.13;-;0.58
2025.07.18 07:05;NZDUSD;214.24;0;2.46
2025.07.18 07:05;AUDUSD;-166.11;0;-1.91
2025.07.18 07:05;TOTAL;48.13;-;0.55
2025.07.18 07:06;NZDUSD;205.24;0;2.35
2025.07.18 07:06;AUDUSD;-160.11;0;-1.84
2025.07.18 07:06;TOTAL;45.13;-;0.52
2025.07.18 07:07;NZDUSD;209.24;0;2.40
2025.07.18 07:07;AUDUSD;-164.11;0;-1.88
2025.07.18 07:07;TOTAL;45.13;-;0.52
2025.07.18 07:08;NZDUSD;206.24;0;2.37
2025.07.18 07:08;AUDUSD;-156.11;0;-1.79
2025.07.18 07:08;TOTAL;50.13;-;0.58
2025.07.18 07:09;NZDUSD;202.24;0;2.32
2025.07.18 07:09;AUDUSD;-152.11;0;-1.75
2025.07.18 07:09;TOTAL;50.13;-;0.58
2025.07.18 07:10;NZDUSD;189.24;0;2.17
2025.07.18 07:10;AUDUSD;-141.11;0;-1.62
2025.07.18 07:10;TOTAL;48.13;-;0.55
2025.07.18 07:11;NZDUSD;192.24;0;2.21
2025.07.18 07:11;AUDUSD;-141.11;0;-1.62
2025.07.18 07:11;TOTAL;51.13;-;0.59
2025.07.18 07:12;NZDUSD;190.24;0;2.18
2025.07.18 07:12;AUDUSD;-139.11;0;-1.60
2025.07.18 07:12;TOTAL;51.13;-;0.59
2025.07.18 07:13;NZDUSD;193.24;0;2.22
2025.07.18 07:13;AUDUSD;-141.11;0;-1.62
2025.07.18 07:13;TOTAL;52.13;-;0.60
2025.07.18 07:14;NZDUSD;196.24;0;2.25
2025.07.18 07:14;AUDUSD;-142.11;0;-1.63
2025.07.18 07:14;TOTAL;54.13;-;0.62
2025.07.18 07:15;NZDUSD;210.24;0;2.41
2025.07.18 07:15;AUDUSD;-150.11;0;-1.72
2025.07.18 07:15;TOTAL;60.13;-;0.69
2025.07.18 07:16;NZDUSD;202.24;0;2.32
2025.07.18 07:16;AUDUSD;-147.11;0;-1.69
2025.07.18 07:16;TOTAL;55.13;-;0.63
2025.07.18 07:17;NZDUSD;197.24;0;2.26
2025.07.18 07:17;AUDUSD;-141.11;0;-1.62
2025.07.18 07:17;TOTAL;56.13;-;0.64
2025.07.18 07:18;NZDUSD;190.24;0;2.18
2025.07.18 07:18;AUDUSD;-129.11;0;-1.48
2025.07.18 07:18;TOTAL;61.13;-;0.70
2025.07.18 07:19;NZDUSD;206.24;0;2.37
2025.07.18 07:19;AUDUSD;-147.11;0;-1.69
2025.07.18 07:19;TOTAL;59.13;-;0.68
2025.07.18 07:20;NZDUSD;215.24;0;2.47
2025.07.18 07:20;AUDUSD;-166.11;0;-1.91
2025.07.18 07:20;TOTAL;49.13;-;0.56
2025.07.18 07:21;NZDUSD;220.24;0;2.53
2025.07.18 07:21;AUDUSD;-172.11;0;-1.97
2025.07.18 07:21;TOTAL;48.13;-;0.55
2025.07.18 07:22;NZDUSD;215.24;0;2.47
2025.07.18 07:22;AUDUSD;-170.11;0;-1.95
2025.07.18 07:22;TOTAL;45.13;-;0.52
2025.07.18 07:23;NZDUSD;214.24;0;2.46
2025.07.18 07:23;AUDUSD;-166.11;0;-1.91
2025.07.18 07:23;TOTAL;48.13;-;0.55
2025.07.18 07:24;NZDUSD;218.24;0;2.50
2025.07.18 07:24;AUDUSD;-172.11;0;-1.97
2025.07.18 07:24;TOTAL;46.13;-;0.53
2025.07.18 07:25;NZDUSD;211.24;0;2.43
2025.07.18 07:25;AUDUSD;-166.11;0;-1.91
2025.07.18 07:25;AUDUSD;-0.50;168;-0.01
2025.07.18 07:25;TOTAL;44.63;-;0.51
2025.07.18 07:26;NZDUSD;212.24;0;2.44
2025.07.18 07:26;AUDUSD;-170.11;0;-1.96
2025.07.18 07:26;AUDUSD;-0.50;168;-0.01
2025.07.18 07:26;TOTAL;41.63;-;0.48
